TITLE,LOCATION,PRICE,LAND AREA,BUILDUP AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES
 House for Sale,"Imadol, Lalitpur",Rs. 2.5 Cr ,3.0 aana,,13 Feet,East,3,7,6,2076 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom']"
4 BHK House for Sale,"Sanagaun, Lalitpur",Rs. 2.8 Cr ,5.3 aana,,15 Feet,East,3,6,6,2073 B.S,2 Bikes,"['Earthquake Resistant', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Reserve Tank', 'Drainage', 'Parquet', 'Marbel', 'Power Backup', 'Dining Room']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.6 Cr ,2.2 aana,,13 Feet,South,3,5,3,2076 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room']"
4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.8 Cr ,3.0 aana,,13 Feet,West,3,4,4,2072 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.7 Cr ,3.2 aana,,13 Feet,West,2.5,5,4,2072 B.S,4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom']"
 House for Sale,"Old Baneshwor, Kathmandu",Rs. 2.9 Cr ,3.2 aana,,6 Feet,South,4.5,22,8,2072 B.S,,"['Drinking Water', 'Balcony', 'Drainage', 'Marbel', 'Earthquake Resistant', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
 House for Sale,"Imadol, Lalitpur",Rs. 3.25 Cr ,3.3 aana,,16 Feet,North-West,3,5,5,2075 B.S,2 Bikes,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
3 BHK House for Sale,"Harisiddhi, Lalitpur",Rs. 2.7 Cr ,3.0 aana,,20 Feet,South,2.5,3,4,2068 B.S,2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room']"
4 BHK House for Sale,"Deuwa chowk, Kathmandu",Rs. 6.5 Cr ,7.0 aana,,14 Feet,South,2.5,4,5,2065 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom']"
 House for Sale,"Imadol, Lalitpur",Rs. 2.75 Cr ,3.0 aana,,13 Feet,South-West,3.5,7,4,2076 B.S,2 Bikes,"['Earthquake Resistant', 'Parquet', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom']"
 Flat system house for Sale,"Thamel, Kathmandu",Rs. 2.3 Cr ,2.3 aana,,10 Feet,East,3,5,4,2076 B.S,,"['Drinking Water', 'Balcony', 'Parking', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
Bungalow House for Sale,"Budhanilkantha, Kathmandu",Rs. 5.75 Cr ,5.2 aana,,13 Feet,South-East,2.5,4,4,2076 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Power Backup', 'Balcony', 'Terrace', 'Power Backup', 'Bathroom', 'Living Room']"
 House for Sale,"Sitapaila, Kathmandu",Rs. 5 Cr ,4.0 aana,,13 Feet,West,2.5,4,4,2068 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom']"
3 BHK House for Rent,"Sukedhara, Kathmandu",Rs. 1 Lac/m,6.0 aana,,13 Feet,East,2,3,3,2075 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
 House for Rent,"Baluwatar, Kathmandu",Rs. 2.2 Lac/m,,,,East,3.5,7,6,2079 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Drainage', 'Garden', 'Balcony', 'Parking', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room']"
"House for rent in Kumaripati, Lalitpur","Kumaripati, Lalitpur",Price on call,14.0 aana,1600 Sq. Ft.,13 Feet,South-West,2.5,5,4,2060 B.S,9 CaRs.  & 15 Bikes,"['Drinking Water', 'Parking', 'Balcony', 'Terrace', 'Bathroom', 'Store Room', 'Modular Kitchen']"
Bungalow House for Sale,"Budhanilkantha, Kathmandu",Price on call,24.0 aana,,13 Feet,East,2.5,4,4,2075 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale in land price ,"Mid Baneshwor, Kathmandu",Rs. 1.75 Cr ,3.0 aana,3026 Sq. Ft.,14 Feet,South,2.5,5,5,2079 B.S,2 CaRs.  & 5 Bikes,"['Marbel', 'Parquet', 'Power Backup', 'Parking', 'Garden', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']"
House on sale at Budhanilkantha ,"Narayanthan , Kathmandu",Rs. 5.5 Cr ,5.0 aana,1250 Sq. Ft.,10 Feet,East,2.5,7,4,2079 B.S,5 CaRs.  & 8 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Reserve Tank', 'Lawn', 'Terrace', 'Water Well', 'Internet']"
 House for Rent,"Mandikhatar, Kathmandu",Rs. 5 Lac/m,40.0 aana,,14 Feet,,2.5,10,6,2076 B.S,9 CaRs.  & 9 Bikes,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']"
 House for Rent ,"Basundhara, Kathmandu",Rs. 1.75 Lac/m,13.0 aana,,14 Feet,,2.5,7,3,2068 B.S,5 CaRs.  & 7 Bikes,"['Earthquake Resistant', 'Marbel', 'Parking', 'Drinking Water', 'Dining Room', 'Bed Room', 'Bathroom', 'Modular Kitchen']"
 House for Sale,"Hepali Height, Kathmandu",Rs. 4.65 Cr ,4.3 aana,,13 Feet,West,3,6,6,2075 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Parquet', 'Marbel', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Living Room', 'Bathroom']"
 House for Sale,"Sanepa, Lalitpur",Rs. 3.5 Cr ,2.5 aana,1500 Sq. Ft.,13 Feet,South-East,3,3,2,2079 B.S,1 CaRs.  & 2 Bikes,"['Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Reserve Tank', 'Servant Quarter', 'Earthquake Resistant', 'Dining Room', 'Bed Room']"
 Flat system House for Sale,"Old Baneshwor, Kathmandu",Rs. 2.8 Cr ,3.2 aana,,6 Feet,East,6,22,8,2060 B.S,,"['Earthquake Resistant', 'Drainage', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Modular Kitchen', 'Bathroom', 'Bed Room']"
4 BHK House in Colony for Sale at  Rupandehi ,"Omsatiya, Rupandehi",Rs. 2.2 Cr ,0.12 kattha,2614 Sq. Ft.,23 Feet,East,3,4,4,2079 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Lawn', 'Terrace', 'Modular Kitchen', 'Closet', 'Gym', 'Swimming Pool']"
Under construction House for Sale,"Omsatiya, Rupandehi",Rs. 2.2 Cr ,0.12 kattha,2612 Sq. Ft.,23 Feet,East,2.5,4,4,2079 B.S,3 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Parquet', 'CC Camera', 'Drainage', 'Garden', 'Parking', 'Balcony', 'Reserve Tank', 'Terrace', 'Modular Kitchen', 'Closet']"
 House for Sale,"Baluwatar, Kathmandu",Rs. 7.6 Cr ,6.0 aana,,10 Feet,South,3.5,8,10,2076 B.S,3 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Parquet', 'Marbel', 'CC Camera', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank']"
Bungalow House for Sale,"Manamaiju, Kathmandu",Rs. 7.35 Cr ,9.1 aana,,13 Feet,South-East,3.5,4,3,2070 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Bathtub']"
 House for Rent,"Bhaisepati, Lalitpur",Rs. 1.5 Lac/m,21.0 aana,,20 Feet,West,2.5,5,5,2076 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Parquet', 'Garden', 'Parking', 'Balcony', 'Terrace', 'Bed Room', 'Bathroom', 'Living Room', 'Dining Room', 'Modular Kitchen']"
Newly built house on sale ,"Greenhill City, Kathmandu",Rs. 2.3 Cr ,3.0 aana,,13 Feet,South-East,2.5,5,3,2069 B.S,4 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Modular Kitchen']"
Bungalow  for Sale,"Budhanilkantha, Kathmandu",Rs. 3.9 Cr ,6.0 aana,,14 Feet,South-West,2.5,6,6,2060 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Power Backup', 'Dining Room', 'Bathroom', 'Bed Room', 'Living Room', 'Modular Kitchen']"
 House for Rent,"Tokha, Kathmandu","Rs. 75,000 /m",0.0 aana,,20 Feet,South,2.5,6,5,2075 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Power Backup', 'Modular Kitchen', 'Living Room', 'Bathroom', 'Bed Room']"
 House for Sale,"Sainbu, Lalitpur",Rs. 3.5 Cr ,4.0 aana,,18 Feet,South-East,3,7,4,2075 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']"
 House for Sale,"Thali, Kathmandu",Rs. 1.6 Cr,2.2 aana,,12 Feet,East,2.5,5,3,2060 B.S,1 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Power Backup', 'Parking', 'Balcony', 'Reserve Tank', 'Terrace', 'Boring Water', 'Water Purifier', 'Modular Kitchen']"
Bungalow House for Sale,"Balkot, Bhaktapur",Rs. 2.8 Cr ,3.3 aana,2268.16 Sq. Ft.,13 Feet,West,3,5,5,2072 B.S,1 CaRs.  & 7 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'CC Camera', 'Power Backup', 'Parking', 'Balcony', 'Reserve Tank', 'Lawn', 'Terrace', 'Water Well']"
 House for Sale,"Budhanilkantha, Kathmandu",Rs. 4 Cr ,4.0 aana,,16 Feet,West,3,10,4,2076 B.S,,"['Earthquake Resistant', 'Drainage', 'Power Backup', 'Parking', 'Balcony', 'Drinking Water', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom']"
 House for Sale,"Pasikot, Kathmandu",Rs. 2.25 Cr ,3.2 aana,,20 Feet,South,2.5,4,3,2070 B.S,,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 2.9 Cr ,4.0 aana,,15 Feet,South,2.5,4,3,2076 B.S,,"['Balcony', 'Drinking Water', 'Earthquake Resistant', 'Drainage', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
 House for Rent,"Hepali Height, Kathmandu",Rs. 2 Lac/m,32.0 aana,,14 Feet,South,2.5,5,5,2079 B.S,,"['Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
House on sale ,"Yogikuti, Rupandehi",Rs. 90 Lac ,0.5 kattha,,10 Feet,North,1.5,2,1,2060 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Reserve Tank', 'TV', 'Internet', 'Bed Room', 'Bathroom', 'Living Room']"
4 BHK House for Rent,"Balkumari, Lalitpur",Rs. 1.1 Lac/m,4.2 aana,,16 Feet,South-East,2,4,4,2075 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Power Backup', 'Balcony', 'Drinking Water', 'Parking', 'Modular Kitchen', 'Bed Room', 'Dining Room']"
 House for Sale,"Jyotinagar, Kathmandu",Rs. 2.65 Cr ,3.0 aana,,20 Feet,South,2,4,2,2075 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom']"
Flat system house for sale in land price at Bagdurbar,"Bagdurbar, Kathmandu",Rs. 3 Cr,4.0 aana,,13 Feet,South,4.5,6,6,2060 B.S,,"['Drinking Water', 'Drainage', 'Earthquake Resistant', 'Bed Room', 'Dining Room', 'Bathroom', 'Living Room', 'Modular Kitchen', 'Power Backup', 'Balcony']"
4 BHK House for Rent,"Chappal karkhana, Kathmandu",Rs. 4 Lac/m,32.0 aana,,10 Meter,East,2.5,4,4,2072 B.S,9 CaRs.  & 9 Bikes,"['Marbel', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom']"
 House for Sale in Pepsicola ,"Pepsicola, Kathmandu",Rs. 5.55 Cr ,6.2 aana,5400 Sq. Ft.,20 Feet,South,3.5,6,6,2078 B.S,3 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Bed Room', 'Bathroom', 'Living Room', 'Prayer Room', 'Modular Kitchen']"
Bungalow House for Sale,"Dillibazar, Kathmandu",Rs. 14 Cr ,14.0 aana,1500 Sq. Ft.,15 Feet,South,4.5,28,7,2058 B.S,9 CaRs.  & 9 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'CC Camera', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Lawn', 'Terrace']"
House for Sale in Babarmahal,"Bijulibajar, Kathmandu",Rs. 8.5 Cr ,6.0 aana,4000 Sq. Ft.,12 Feet,South-East,4,8,6,2070 B.S,2 CaRs.  & 8 Bikes,"['Marbel', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Water Well', 'Attic', 'Modular Kitchen']"
 House for Rent,"Shankhamul, Kathmandu",Rs. 6 Lac/m,40.0 aana,,20 Feet,,4.5,10,8,2076 B.S,9 CaRs.  & 9 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Drinking Water', 'Balcony', 'Terrace', 'Bathroom', 'Bed Room', 'Modular Kitchen']"
 House for Rent,"Jorpati, Kathmandu","Rs. 45,000 /m",5.0 aana,,14 Feet,,2.5,5,2,2070 B.S,2 CaRs.,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
4 BHK House for Rent,"Pasikot, Kathmandu",Rs. 1.65 Lac/m,22.0 aana,,25 Feet,East,2.5,4,4,2076 B.S,5 CaRs.  & 6 Bikes,"['Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
 House for Sale,"Sundarbasti, Kathmandu",Rs. 3.38 Cr ,3.2 aana,,13 Feet,East,2.5,4,3,2069 B.S,1 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Drinking Water', 'Power Backup', 'Bed Room', 'Bathroom', 'Modular Kitchen']"
 House for Rent,"Bhaisepati, Lalitpur",Rs. 2 Lac/m,30.0 aana,,20 Feet,South,2.5,5,5,2060 B.S,3 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room']"
 House for Sale,"Pepsicola, Kathmandu",Rs. 2.9 Cr ,5.0 aana,,13 Feet,North,2.5,5,5,2075 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Reserve Tank', 'Terrace', 'Bed Room', 'Bathroom', 'Living Room', 'Prayer Room']"
 House for Sale,"Harisiddhi, Lalitpur",Rs. 2.6 Cr ,3.2 aana,,13 Feet,East,2.5,5,3,2075 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Drinking Water', 'Reserve Tank', 'Terrace', 'Parking', 'Internet', 'Bed Room', 'Bathroom', 'Living Room']"
 House for Sale,"Ghattekulo, Kathmandu",Rs. 3.25 Cr ,3.2 aana,,18 Feet,East,3.5,6,3,2060 B.S,,"['Earthquake Resistant', 'Drainage', 'Drinking Water', 'Power Backup', 'Dining Room', 'Living Room', 'Bathroom', 'Modular Kitchen', 'Bed Room']"
 House for Rent,"Naxal, Kathmandu",Rs. 1.65 Lac/m,7.2 aana,,12 Feet,South,3.5,9,3,2072 B.S,3 CaRs.  & 5 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Balcony', 'Power Backup', 'Dining Room', 'Bed Room', 'Bathroom', 'Modular Kitchen']"
 House for Sale,"Bhangal , Kathmandu",Rs. 4.5 Cr ,5.1 aana,,13 Feet,South-West,3,7,6,2066 B.S,1 CaRs.  & 1 Bikes,"['Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Power Backup', 'Bathroom', 'Bed Room', 'Modular Kitchen', 'Living Room']"
4 BHK House for Sale,"Nakhudole, Lalitpur",Rs. 1.55 Cr ,4.2 aana,,4 Feet,South,2,4,2,2072 B.S,1 CaRs.  & 1 Bikes,"['Earthquake Resistant', 'Parking', 'Power Backup', 'Parquet', 'Drainage', 'Marbel', 'Drinking Water', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']"
 House for Rent,"Hattigaunda, Kathmandu",Rs. 4 Lac/m,24.0 aana,,14 Feet,,4,10,9,2077 B.S,3 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Drinking Water', 'Marbel', 'Parquet', 'Power Backup', 'Bed Room', 'Modular Kitchen', 'Bathroom', 'Drainage']"
 House for Sale,"Baluwakhani, Kathmandu",Rs. 2.75 Cr ,3.2 aana,,10 Feet,West,2.5,6,4,2068 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Bathtub', 'Power Backup', 'Dining Room', 'Bed Room']"
4 BHK House for Rent,"Chundevi, Kathmandu",Rs. 3.5 Lac/m,14.0 aana,,14 Feet,,3,4,4,2076 B.S,3 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bathroom', 'Bed Room', 'Modular Kitchen']"
4 BHK House for Rent,"Chapali, Kathmandu",Rs. 2.5 Lac/m,32.0 aana,,16 Feet,North,2.5,4,4,2076 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Parquet', 'Marbel', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Servant Quarter', 'Power Backup']"
4 BHK House for Sale,"Lele, Lalitpur",Rs. 7.3 Cr ,6.4 aana,,20 Feet,South-East,2.5,4,3,2068 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Power Backup', 'Modular Kitchen', 'Living Room', 'Bathroom', 'Bed Room']"
4 BHK House for Sale,"Syuchatar, Kathmandu",Rs. 2.5 Cr ,5.0 aana,,16 Feet,East,2.5,4,3,2065 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Drinking Water', 'Balcony', 'Power Backup', 'Bed Room', 'Bathroom', 'Modular Kitchen', 'Living Room']"
 House for Sale,"Kapan, Kathmandu",Rs. 3.2 Cr ,4.0 aana,2533 Sq. Ft.,13 Feet,South-East,2.5,5,4,2078 B.S,2 CaRs.,"['Marbel', 'Drainage', 'Parking', 'Reserve Tank', 'Drinking Water', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room', 'Prayer Room']"
Commercial flat system House for Sale,"Khusibu Town Planning, Kathmandu",Rs. 3.9 Cr ,4.0 aana,,26 Feet,West,2.5,4,3,2065 B.S,1 Bikes,"['Earthquake Resistant', 'Drainage', 'Drinking Water', 'Power Backup', 'Bed Room', 'Bathroom', 'Modular Kitchen', 'Shutter']"
 House for Sale,"Imadol, Lalitpur",Rs. 6 Cr ,9.0 aana,,13 Feet,East,2.5,6,4,2065 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room']"
3 BHK House for Rent, Surkhet,Price on call,0.0 aana,,,North-West,3,3,5,2072 B.S,2 CaRs.  & 8 Bikes,"['Earthquake Resistant', 'Marbel', 'Power Backup', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Water Well', 'Fridge']"
House for Sale,"Kirtipur, Kathmandu",Rs. 65 Lac ,1.2 aana,9 Sq. Ft.,20 Feet,East,,2,1,2050 B.S,2 Bikes,"['Bed Room', 'Bathroom', 'Maid Room']"
 House for Sale,"Nakhipot, Lalitpur",Rs. 4.6 Cr ,7.0 aana,,13 Feet,South-East,2.5,6,5,2075 B.S,3 CaRs.,"['Parquet', 'Marbel', 'Drainage', 'Power Backup', 'Parking', 'Terrace', 'Balcony', 'Boring Water', 'Reserve Tank', 'Living Room', 'Bathroom']"
 House for Sale,"Sitapaila, Kathmandu",Rs. 4.95 Cr ,8.2 aana,,12 Feet,South-East,3.5,8,7,2068 B.S,3 CaRs.,"['Marbel', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Reserve Tank', 'Closet', 'Bed Room', 'Living Room']"
House on rent,"Gairidhara, Kathmandu","Rs. 60,000 /m",5.0 aana,,10 Feet,South,2.5,5,3,,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Modular Kitchen', 'Bed Room', 'Bathroom', 'Living Room']"
House on sale,"Pasikot, Kathmandu",Rs. 2.8 Cr ,5.0 aana,0 Sq. Ft.,13 Feet,South,3.5,8,4,2062 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Modular Kitchen']"
Commercial building on sale,"Samakhusi, Kathmandu",Rs. 6 Cr ,6.0 aana,6996 Sq. Ft.,24 Feet,East,5,10,6,2072 B.S,8 CaRs.  & 9 Bikes,"['Earthquake Resistant', 'Marbel', 'CC Camera', 'Drainage', 'Parking', 'Terrace', 'Bathroom', 'Bed Room', 'Modular Kitchen']"
House for Sale,"Imadol, Lalitpur",Rs. 2.15 Cr ,2.3 aana,787.175 Sq. Ft.,13 Feet,East,3,3,3,2079 B.S,1 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Boring Water', 'Water Well', 'Modular Kitchen']"
4 BHK House for Rent,"Bhaisepati, Lalitpur","Rs. 75,000 /m",4.2 aana,,20 Feet,East,2.5,4,4,2068 B.S,1 CaRs.  & 2 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bathroom', 'Bed Room']"
4 BHK House for Sale,"Baluwakhani, Kathmandu",Rs. 2.15 Cr ,3.0 aana,,12 Feet,South-East,3,4,3,2065 B.S,1 CaRs.  & 1 Bikes,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Living Room', 'Bathroom', 'Modular Kitchen']"
 House for Sale,"Mahadevtar, Kathmandu",Rs. 6 Cr ,10.2 aana,,13 Feet,South-West,3.5,5,4,2076 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bathroom']"
House for Sale,"Sampang Chowk, Lalitpur",Rs. 3.8 Cr ,4.2 aana,,13 Feet,North-East,2.5,7,4,2076 B.S,2 CaRs.,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Terrace', 'Bed Room', 'Bathroom', 'Living Room', 'Prayer Room', 'Modular Kitchen']"
House for Sale,"Balambu, Kathmandu",Rs. 27500000  ,4.0 aana,,13 Feet,South-East,2.5,5,4,2076 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Water Well', 'Modular Kitchen', 'Internet', 'Dining Room']"
House on sale ,"Ganesh Chowk, Kathmandu",Rs. 5.8 Cr ,6.0 aana,0 Sq. Ft.,20 Feet,North,3.5,8,3,2068 B.S,2 CaRs.  & 3 Bikes,"['Earthquake Resistant', 'Parquet', 'Parking', 'Drinking Water', 'Terrace', 'Balcony', 'Power Backup', 'Modular Kitchen', 'Bathroom', 'Bed Room']"
 House for Rent,"Naxal, Kathmandu",Rs. 2.25 Lac/m,18.0 aana,,20 Feet,South,2.5,10,5,2075 B.S,2 CaRs.  & 4 Bikes,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Modular Kitchen', 'Bathroom', 'Bed Room']"
